"Trade.ID","Date...Time","Product","Delivery.Period","Quantity","Unit.Price","Total.Quantity","Value","Off.Market.Trade","Broker","Anonymous","Voided","Invoicing.Date","Swap"
13532,"3/05/2022 11:36","CP-NZU","10-May-22",725,76,725,55100,"","N","Y","N","4-May-22","N"
13531,"3/05/2022 11:36","CP-NZU","10-May-22",1135,75.95,1135,86203.25,"","N","Y","N","4-May-22","N"
13525,"2/05/2022 17:23","CP-NZU","9-May-22",13,75,13,975,"","N","Y","N","3-May-22","N"
13467,"27/04/2022 11:45","CP-NZU","4-May-22",25,76,25,1900,"","N","Y","N","28-Apr-22","N"
13457,"26/04/2022 14:50","CP-NZU","3-May-22",250,76,250,19000,"","N","Y","N","27-Apr-22","N"
13402,"21/04/2022 8:17","CP-NZU","29-Apr-22",3632,76.5,3632,277848,"Off Market Trade","Y","Y","N","22-Apr-22","N"
13401,"21/04/2022 8:16","CP-NZU","29-Apr-22",501,76.95,501,38551.95,"","Y","Y","N","22-Apr-22","N"
13392,"20/04/2022 8:36","CP-NZU","28-Apr-22",62,77,62,4774,"","N","Y","N","21-Apr-22","N"
13336,"14/04/2022 10:02","CP-NZU","26-Apr-22",2000,76.5,2000,153000,"","N","Y","N","19-Apr-22","N"
13318,"12/04/2022 16:32","CP-NZU","21-Apr-22",1000,76,1000,76000,"","N","Y","N","13-Apr-22","N"
13317,"12/04/2022 15:04","CP-NZU","21-Apr-22",1534,75.85,1534,116353.9,"","N","Y","N","13-Apr-22","N"
13230,"4/04/2022 10:41","CP-NZU","11-Apr-22",459,75.5,459,34654.5,"","N","Y","N","5-Apr-22","N"
13188,"1/04/2022 10:27","CP-NZU","8-Apr-22",104,75.5,104,7852,"","N","Y","N","4-Apr-22","N"
13187,"1/04/2022 10:14","CP-NZU","8-Apr-22",600,75.5,600,45300,"","N","Y","N","4-Apr-22","N"
13117,"25/03/2022 12:42","CP-NZU","1-Apr-22",3378,74.15,3378,250478.7,"","N","Y","N","28-Mar-22","N"
13111,"24/03/2022 14:45","CP-NZU","31-Mar-22",1000,73,1000,73000,"","N","Y","N","25-Mar-22","N"
13106,"24/03/2022 13:06","CP-NZU","31-Mar-22",1889,73.15,1889,138180.35,"","N","Y","N","25-Mar-22","N"
13073,"19/03/2022 16:40","CP-NZU","25-Mar-22",1000,72.5,1000,72500,"","N","Y","N","21-Mar-22","N"
12978,"9/03/2022 12:06","CP-NZU","16-Mar-22",38,74.75,38,2840.5,"","N","Y","N","10-Mar-22","N"
12966,"8/03/2022 14:15","CP-NZU","15-Mar-22",10,76,10,760,"","N","Y","N","9-Mar-22","N"
12961,"7/03/2022 16:57","CP-NZU","14-Mar-22",25,78.25,25,1956.25,"","N","Y","N","8-Mar-22","N"
12935,"4/03/2022 15:34","CP-NZU","11-Mar-22",25,79,25,1975,"","N","Y","N","7-Mar-22","N"
12925,"3/03/2022 10:20","CP-NZU","10-Mar-22",14,81,14,1134,"","N","Y","N","4-Mar-22","N"
12893,"25/02/2022 14:16","CP-NZU","4-Mar-22",1000,80.25,1000,80250,"","N","Y","N","28-Feb-22","N"
12883,"24/02/2022 15:56","CP-NZU","3-Mar-22",3500,80.5,3500,281750,"","Y","Y","N","25-Feb-22","N"
12878,"24/02/2022 10:28","CP-NZU","3-Mar-22",1000,81.5,1000,81500,"","Y","Y","N","25-Feb-22","N"
12874,"23/02/2022 16:24","CP-NZU","2-Mar-22",693,81.5,693,56479.5,"","Y","Y","N","24-Feb-22","N"
12860,"22/02/2022 15:44","CP-NZU","1-Mar-22",1000,82,1000,82000,"","Y","Y","N","23-Feb-22","N"
12859,"22/02/2022 15:29","CP-NZU","1-Mar-22",110,82,110,9020,"","N","Y","N","23-Feb-22","N"
12765,"15/02/2022 9:50","CP-NZU","22-Feb-22",5000,84,5000,420000,"","N","Y","N","16-Feb-22","N"
12686,"8/02/2022 10:49","CP-NZU","15-Feb-22",1200,77.5,1200,93000,"","N","Y","N","9-Feb-22","N"
12654,"4/02/2022 15:17","CP-NZU","14-Feb-22",270,78,270,21060,"","Y","Y","N","8-Feb-22","N"
12652,"4/02/2022 13:28","CP-NZU","14-Feb-22",25,78,25,1950,"","N","Y","N","8-Feb-22","N"
12519,"20/01/2022 14:42","CP-NZU","27-Jan-22",45,74,45,3330,"","N","Y","N","21-Jan-22","N"
12505,"19/01/2022 16:45","CP-NZU","26-Jan-22",250,73,250,18250,"","N","Y","N","20-Jan-22","N"
11738,"28/10/2021 10:52","CP-NZU","4-Nov-21",708,65,708,46020,"","N","Y","N","29-Oct-21","N"
11737,"28/10/2021 10:52","CP-NZU","4-Nov-21",42,65,42,2730,"","N","Y","N","29-Oct-21","N"
11726,"27/10/2021 13:35","CP-NZU","3-Nov-21",8,65,8,520,"","N","Y","N","28-Oct-21","N"
11725,"27/10/2021 13:35","CP-NZU","3-Nov-21",189,65,189,12285,"","N","Y","N","28-Oct-21","N"
11724,"27/10/2021 13:34","CP-NZU","3-Nov-21",24,65.1,24,1562.4,"","N","Y","N","28-Oct-21","N"
11723,"27/10/2021 13:34","CP-NZU","3-Nov-21",29,66,29,1914,"","N","Y","N","28-Oct-21","N"
11687,"22/10/2021 14:49","CP-NZU","1-Nov-21",1,65.1,1,65.1,"","N","Y","N","26-Oct-21","N"
11671,"22/10/2021 9:44","CP-NZU","1-Nov-21",211,65,211,13715,"","N","Y","N","26-Oct-21","N"
11670,"22/10/2021 9:44","CP-NZU","1-Nov-21",100,65,100,6500,"","N","Y","N","26-Oct-21","N"
11652,"21/10/2021 9:15","CP-NZU","29-Oct-21",30,65,30,1950,"","N","Y","N","22-Oct-21","N"
11603,"18/10/2021 11:20","CP-NZU","26-Oct-21",2000,65,2000,130000,"","N","Y","N","19-Oct-21","N"
11193,"10/09/2021 16:55","CP-NZU","17-Sep-21",1000,66,1000,66000,"","N","Y","N","13-Sep-21","N"
11191,"10/09/2021 16:52","CP-NZU","17-Sep-21",451,66,451,29766,"","N","Y","N","13-Sep-21","N"
11190,"10/09/2021 16:44","CP-NZU","17-Sep-21",2000,66,2000,132000,"","N","Y","N","13-Sep-21","N"
11158,"7/09/2021 15:00","CP-NZU","14-Sep-21",495,62,495,30690,"","N","Y","N","8-Sep-21","N"
11121,"2/09/2021 15:46","CP-NZU","9-Sep-21",2962,59,2962,174758,"","N","Y","N","3-Sep-21","N"
11067,"26/08/2021 13:37","CP-NZU","2-Sep-21",1606,50.65,1606,81343.9,"","N","Y","N","27-Aug-21","N"
11044,"23/08/2021 14:12","CP-NZU","30-Aug-21",100,50.6,100,5060,"","N","Y","N","24-Aug-21","N"
11041,"23/08/2021 9:00","CP-NZU","30-Aug-21",10000,49.95,10000,499500,"","N","Y","N","24-Aug-21","N"
11034,"20/08/2021 16:57","CP-NZU","27-Aug-21",600,49.6,600,29760,"","N","Y","N","23-Aug-21","N"
11006,"16/08/2021 15:56","CP-NZU","23-Aug-21",1500,49.5,1500,74250,"","N","Y","N","17-Aug-21","N"
11005,"13/08/2021 10:45","CP-NZU","20-Aug-21",500,50,500,25000,"","N","Y","N","16-Aug-21","N"
10991,"10/08/2021 11:44","CP-NZU","17-Aug-21",8000,49.2,8000,393600,"","N","Y","N","11-Aug-21","N"
10951,"3/08/2021 15:39","CP-NZU","10-Aug-21",2000,48.75,2000,97500,"","N","Y","N","4-Aug-21","N"
10950,"3/08/2021 15:10","CP-NZU","10-Aug-21",10000,48.7,10000,487000,"","N","Y","N","4-Aug-21","N"
10875,"20/07/2021 10:08","CP-NZU","27-Jul-21",1549,48,1549,74352,"","N","Y","N","21-Jul-21","N"
10611,"14/06/2021 10:17","CP-NZU","21-Jun-21",140,40.25,140,5635,"","N","Y","N","15-Jun-21","N"
10417,"25/05/2021 14:11","CP-NZU","1-Jun-21",10,37.5,10,375,"","N","Y","N","26-May-21","N"
10416,"25/05/2021 12:07","CP-NZU","1-Jun-21",100,37.5,100,3750,"","N","Y","N","26-May-21","N"
10415,"25/05/2021 12:05","CP-NZU","1-Jun-21",160,37,160,5920,"","N","Y","N","26-May-21","N"
10389,"20/05/2021 15:20","CP-NZU","27-May-21",5000,36.75,5000,183750,"","N","Y","N","21-May-21","N"
10388,"20/05/2021 15:20","CP-NZU","27-May-21",20,37.6,20,752,"","N","Y","N","21-May-21","N"
10373,"17/05/2021 11:08","CP-NZU","24-May-21",35,41.15,35,1440.25,"","N","Y","N","18-May-21","N"
10105,"6/04/2021 17:03","CP-NZU","13-Apr-21",5,39,5,195,"","N","Y","N","7-Apr-21","N"
10032,"31/03/2021 13:42","CP-NZU","9-Apr-21",500,39,500,19500,"","N","Y","N","1-Apr-21","N"
9845,"3/03/2021 13:18","CP-NZU","10-Mar-21",500,38.95,500,19475,"","N","Y","N","4-Mar-21","N"
9744,"17/02/2021 9:56","CP-NZU","24-Feb-21",100,40,100,4000,"","N","Y","N","18-Feb-21","N"
