Trade ID,Date / Time,Product,Delivery Date,Quantity,Unit Price,Total Quantity,Value,Off Market Trade,Broker,Anonymous
24660,5/26/2024 8:31,CP-NZU,28-May-24,2,44.5,2,89,,N,Y
24659,5/26/2024 8:25,CP-NZU,28-May-24,63,44.5,63,2803.5,,N,Y
24657,5/25/2024 13:08,CP-NZU,28-May-24,150,44.5,150,6675,,N,Y
24647,5/24/2024 13:39,CP-NZU,28-May-24,2500,44.5,2500,111250,,N,Y
24601,5/23/2024 11:11,CP-NZU,27-May-24,100,45.5,100,4550,,N,Y
24595,5/22/2024 15:22,CP-NZU,24-May-24,20,44,20,880,,N,Y
24591,5/22/2024 10:35,CP-NZU,24-May-24,1000,45,1000,45000,,N,Y
24569,5/20/2024 15:33,CP-NZU,22-May-24,1000,45,1000,45000,,N,Y
24547,5/17/2024 19:31,CP-NZU,21-May-24,100,52,100,5200,,N,Y
24520,5/16/2024 14:26,CP-NZU,20-May-24,3422,54.15,3422,185301.3,Off Market Trade,Y,Y
24519,5/16/2024 14:22,CP-NZU,20-May-24,100,54,100,5400,,N,Y
24518,5/16/2024 14:22,CP-NZU,20-May-24,200,54,200,10800,,N,Y
24517,5/16/2024 14:22,CP-NZU,20-May-24,600,54,600,32400,,N,Y
24516,5/16/2024 14:22,CP-NZU,20-May-24,352,54,352,19008,,N,Y
24485,5/14/2024 16:31,CP-NZU,16-May-24,10,53.5,10,535,,N,Y
24479,5/14/2024 11:20,CP-NZU,16-May-24,4913,54,4913,265302,,N,Y
24477,5/13/2024 19:56,CP-NZU,15-May-24,50,54.1,50,2705,,N,Y
24458,5/13/2024 8:08,CP-NZU,15-May-24,100,54,100,5400,,N,Y
24457,5/13/2024 8:08,CP-NZU,15-May-24,30,54,30,1620,,N,Y
24437,5/10/2024 17:07,CP-NZU,14-May-24,100,54,100,5400,,N,Y
24436,5/10/2024 17:05,CP-NZU,14-May-24,100,54.1,100,5410,,N,Y
24405,5/9/2024 13:58,CP-NZU,13-May-24,100,54,100,5400,,N,Y
24387,5/9/2024 10:53,CP-NZU,13-May-24,100,53.25,100,5325,,N,Y
24382,5/9/2024 10:08,CP-NZU,13-May-24,503,55,503,27665,,N,Y
24378,5/8/2024 16:13,CP-NZU,10-May-24,502,55,502,27610,,N,Y
24377,5/8/2024 15:39,CP-NZU,10-May-24,65,55,65,3575,,N,Y
24376,5/8/2024 15:19,CP-NZU,10-May-24,61,55,61,3355,,N,Y
24375,5/8/2024 15:19,CP-NZU,10-May-24,25,55,25,1375,,N,Y
24374,5/8/2024 15:19,CP-NZU,10-May-24,500,55,500,27500,,N,Y
24373,5/8/2024 15:19,CP-NZU,10-May-24,170,55,170,9350,,N,Y
24369,5/8/2024 11:21,CP-NZU,10-May-24,100,54,100,5400,,N,Y
24344,5/7/2024 11:37,CP-NZU,9-May-24,151,55,151,8305,,N,Y
24332,5/6/2024 10:12,CP-NZU,8-May-24,490,55,490,26950,,N,Y
24331,5/6/2024 10:00,CP-NZU,8-May-24,40,55,40,2200,,N,Y
24330,5/6/2024 10:00,CP-NZU,8-May-24,50,55,50,2750,,N,Y
24295,5/3/2024 13:13,CP-NZU,7-May-24,65,53.15,65,3454.75,,N,Y
24269,5/2/2024 13:31,CP-NZU,6-May-24,100,53.1,100,5310,,N,Y
24268,5/2/2024 12:04,CP-NZU,6-May-24,350,53.35,350,18672.5,,N,Y
24255,5/1/2024 13:37,CP-NZU,3-May-24,520,55,520,28600,,N,Y
24221,4/29/2024 12:23,CP-NZU,1-May-24,31,54,31,1674,,N,Y
24168,4/24/2024 14:37,CP-NZU,29-Apr-24,677,55,677,37235,,N,Y
24167,4/24/2024 14:37,CP-NZU,29-Apr-24,323,55,323,17765,,N,Y
24151,4/23/2024 14:28,CP-NZU,26-Apr-24,76,55.5,76,4218,,N,Y
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
